21三体综合症	trisomy
磁气圈	magnetosphere
磁轨炮	railgun
磁铁	magnet
砖头	brick
磨坊	mill
磨坊主	miller
磨砂机	sander
磷光	phosphorescence
磷脂	phospholipid
磷虾	krill
磷酸盐	phosphate
礁石	reef
硚头	Qiaotou
矿山	mine
矿工	miner
矿物学	mineralogy
矿物质	mineral
矿产	minerals
矿石	ore
矿盐	halite
示威运动	rally
示性	expressivity
礽	blessings
社会主义	socialism
社会主义者	socialist
社会名流	celebrity
社会学	sociology
社会性	social
社会环境	milieu
社会经济	socio-economic
社会语言学	sociolinguistics
祉	felicity
祖国	motherland
祖母绿	emerald
祖鲁	Zulu
祝融	Zhurong
神奈川	Kanagawa
神学家	theologian
神学院	seminary
神性	divinity
神憎鬼厌	loathsome
神户	Kobe
神枪手	sharpshooter
神权统治	theocracy
神殿	shrine
神汉	sorcerer
神秘主义	mysticism
神经元	neuron
神经外科	neurosurgery
神经学	neurology
神经学家	neurologist
神经官能症	neurosis
神经毒素	neurotoxin
神经生物学	neurobiology
神经衰弱	neurasthenia
神话故事	myth
神谕	oracle
神道教	Shinto
票价	fare
祭司	priest
祭司权术	priestcraft
祭坛	altar
祭物	sacrifices
禄蠹	sinecurist
禁夜	curfew
禁欲主义	asceticism
福佬	Hoklo
福音书	gospel
礼拜仪式	liturgical
礼拜六	Saturday
礼节	etiquette
礼宾员	concierge
禽龙	iguanodon
秀色孙鲽	yellowtail
私办	privately-run
秋海棠	begonia
秋叶原	Akihabara
科克	Cork
科威特	Kuwait
科学主义	scientism
科摩洛	Comoros
科浦	Coop
科尔多瓦	Córdoba
科系	department
科索沃	Kosovo
科罗拉多	Colorado
科迪勒拉	Cordillera
科隆水	cologne
秒表	stopwatch
秘书	secretary
秘书长	secretary-general
秘鲁	Peru
租约	lease
租金	rent
秧歌	Yangge
秧苗	seedling
秩序	order
秭	billion
移动式	mobile
移动性	mobility
移植性	portability
移液器	pipette
稀有	uncommon
稀饭	porridge
稀松平常	ordinary
税收	taxation
税费	tax
程序员	programmer
程序性	program
程度	degree
稍快板	allegretto
稛	full
稞	wheat
禀赋	gift
稠密	dense
种子岛	Tanegashima
种族	race
种族中心主义	ethnocentrism
种族主义	racism
种族灭绝	genocide
种植园	plantation
种脐	omphalodium
称心如意	gratifying
称谓	title
稻草人	scarecrow
稽查	inspection
稿件	manuscript
谷仓	barn
谷壳	chaff
谷神星	Ceres
谷饲	grain-fed
穆斯林	Muslim
穆萨维	Moussavi
穆迪	Moody's
穆黑	Islamophobe
积极进取	proactive
积累性	cumulative
积雪场	snowpack
秽	filthy
稳	settled
稳妥	dependable
稳定币	stablecoin
稳定性	stability
空性	emptiness
空想性错视	pareidolia
空手道	karate
空气动力学	aerodynamics
空气流通	ventilation
空空荡荡	deserted
空缺	vacancy
空腔	cavity
空着手	empty-handed
空荡荡	empty
空降兵	paratroopers
穿堂风	draft
穿洞	pierce
穿着	attire
突厥斯坦	Turkestan
突尼斯市	Tunis
突击队员	commando
突然	sudden
突破性	groundbreaking
突触	synapse
突触后	postsynaptic
窗子	window
窗台	windowsill
窘况	predicament
窨井	manhole
窝咑	otak
窝点	lair
洼地	depression
立刻	immediately
立法机关	legislature
立卧撑跳	burpee
立足点	foothold
立陶宛	Lithuania
立体派	Cubism
站姿	stance
站街女	streetwalker
童年	childhood
端到端	end-to-end
端粒	telomere
端粒酶	telomerase
竞争对手	rival
竞争者	competitor
竹编	wickerwork
笑声	laughter
笙	sheng
笛	flute
符文	rune
符号	symbol
第一手	first-hand
第一流	first-class
第三十	thirtieth
第五	fifth
笰	duster
笔刷	paintbrush
笔迹	handwriting
等周	isoperimetric
等效	equivalent
等温	isothermic
等级制度	hierarchy
等距	equidistant
筋脉	veins
筏子	raft
策展人	curator
筷	chopstick
筷子芥	Arabis
箍桶店	coopery
箑	fan
算命先生	fortune-teller
算术	arithmetic
箙	quiver
管取	sure
管弦乐团	orchestra
箭毒木	antiaris
箭镞	arrowhead
箱根	Hakone
节俭	frugal
节奏口技	beatboxing
节庆	festival
节拍器	metronome
节气门	throttle
节疤	gnarl
节肢动物	arthropod
节点	node
范例	example
范儿	manner
范式	paradigm
篇什	poem
篇章	chapter
筑城	fortification
篝火	bonfire
篡贼	usurper
筚	wicker
简单	simple
简直	simply
簧风琴	harmonium
箫	xiao
签字者	signatory
签章	signature
帘子	curtain
簿记	bookkeeping
篮筐	basket
篮网球	netball
筹款	fundraising
笼子	cage
米白色	off-white
米粒组织	granulation
米粥	congee
米纳尔迪	Minardi
米该亚	Micah
米黄	beige
籵	dm
籽	seeds
粉砂岩	siltstone
粉红色	pink
粒细胞	granulocyte
粗劣	coarse
粗暴	crude
粗管面	rigatoni
粗莽	brusque
粘稠	viscous
粱	sorghum
粤海	Guangdong-Hainan
精品店	boutique
精囊	spermatophore
精子	spermatozoon
精工	Seiko
精巧	elaborate
精度	precision
精明	astute
精液	semen
精神分析	psychoanalysis
精神分裂症	schizophrenia
精神病学	psychiatry
精神科医生	psychiatrist
精神错乱	insanity
精算	actuarial
精算师	actuary
精美	exquisite
精髓	marrow
糅	mix
糊精	dextrin
糌粑	tsampa
糍粑	ciba
糕	cake
糖原	glycogen
糖尿病	diabetes
糖浆	syrup
糖精	saccharin
糖脂	glycolipid
糖苷	glucoside
糖萼	glycocalyx
糖蛋白	glycoprotein
糜烂性毒剂	vesicant
粪蛆	muckworm
糢	blurred
系统性	systematic
纠纷	dispute
纪律	discipline
纪念品	souvenir
纪念奖	trophy
纪念碑	monument
约克	York
约定资讯速率	CIR
约沙法	Jehoshaphat
约纳	Jonah
约翰内斯堡	Johannesburg
约翰斯顿	Johnston
红利	bonus
红加仑	redcurrant
红学	"Redology"
红客	"honker"
红宝石	ruby
红玛瑙	cornelian
红脖子	redneck
红肠	saveloy
红霉素	erythromycin
红头菜	beetroot
纳什维尔	Nashville
纳匝肋	Nazareth
纳塔乃耳	Nathaniel
纳尼亚	Narnia
纳瓦萨	Navassa
纳瓦霍	Navajo
纳税人	taxpayer
纳米	nanometer
纳米技术	nanotechnology
纳米比亚	Namibia
纳粹主义	Nazism
纳粹分子	Nazi
纳卫星	nanosatellite
纳豆	nattō
纳鸿	Nahum
纽伦堡	Nuremberg
纽卡素	Newcastle
纽扣	button
纯品	sterling
纯度	purity
纯种	purebred
纯血	pure-blooded
纯血统	pure-blood
纯碱	Na2CO3
纱布	gauze
纱线	yarn
纸张	paper
纸板	cardboard
纸烟	cigarette
纸盒	carton
纸草	papyrus
纸钞	banknote
素来	consistently
素日	usually
素食主义	vegetarianism
素食者	vegetarian
纺织者	weaver
纺锤	spindle
索具装置	rig
索尼	Sony
索引	index
索索	trembling
索道	ropeway
索里亚	Soria
索非亚	Sofia
索马里	Somalia
紫丁香	lilac
紫水晶	amethyst
紫菜包饭	gimbap
紫藤	wisteria
细化管理	micromanagement
细小病毒	parvovirus
细小病毒科	Parvoviridae
细支气管炎	bronchiolitis
细碎	fragments
细节	details
细粉	powder
细胞器	organelle
细胞因子	cytokine
细胞学	cytology
细胞毒	cytotoxin
细胞毒性	cytotoxicity
细胞色素	cytochrome
细胞质	cytoplasm
细长	slender
细颈瓶	jug
绅士	gentleman
𫄟	rough
终端机	terminal
组合论	combinatorics
组块	chunk
组织学	histology
组织者	organizer
组织胞浆菌病	histoplasmosis
组织胺	histamine
结存	balance
结晶学	crystallography
结晶状	crystalline
结核病	tuberculosis
结构主义	structuralism
结结巴巴	stammeringly
结肠镜检查	colonoscopy
结膜炎	conjunctivitis
绝壁	precipice
绝对	absolute
绝经	menopause
绝色	stunning
绦虫	tapeworm
绞刀	reamer
绞盘	capstan
绒布	flannel
绒球	pompon
统一性	unity
统一码	Unicode
统治力	dominance
统统	totally
统计员	statistician
统计学	statistics
丝囊	spinneret
丝带	ribbon
丝柏	cypress
丝状	thread-like
丝状物	filament
丝状病毒	filovirus
丝瓜	luffa
丝米	decimillimeter
绛	purple-red
绢	thin
绑匪	kidnapper
绥靖主义	appeasement
经世	statecraft
经度	longitude
经撞	shock-resistant
经济学家	economist
经济有效	cost-effective
经由	via
经纬仪	theodolite
经验主义	empiricism
综合征	syndrome
综效	synergy
绿宝石	beryl
绿油油	verdant
绿洲	oasis
绿色	green
维也纳	Vienna
维京人	Viking
维和	peacekeeping
维基数据	Wikistats
维基物种	Wikispecies
维基解密	WikiLeaks
维多利亚州	Victoria
维冈	Wigan
维尔纽斯	Vilnius
维生素	vitamin
维管	vascular
维纶	vinylon
维罗纳	Verona
网易	NetEase
网景	Netscape
网架	rack
网民	netizen
网眼	mesh
网站	website
网络欺诈	phishing
网络水军	astroturfers
网络空间	cyberspace
网络语言	netspeak
网飞	Netflix
绰名	nickname
绵羊	sheep
紧张缓和	detente
紧急事件	emergency
紧身	skintight
线上	online
线报	tip-off
线状	linear
线粒体	mitochondrion
线绳	cord
线虫	nematode
缎子	satin
缘饰	fringe
编务	editing
编码器	encoder
编者	editor
编译器	compiler
编辑室	newsroom
缓兵之计	stalling
缓动	sluggish
缅元	kyat
缅因	Maine
纬度	latitude
𦈕	net
縡	matter
县	county
缝衣工人	needleworker
缩微平片	microfiche
纵火犯	arsonist
总和	sum
总是	always
总归	anyhow
总社	headquarters
总站	terminus
总要	nevertheless
繁荣昌盛	thriving
繁茂	luxuriant
繁闹	bustling
织品	textile
织布机	loom
绕口令	tongue-twister
绣球花	hydrangea
绳索	rope
绳结	knot
绘文字	emoji
继兄弟姐妹	step-siblings
继子	stepson
继母	stepmother
继父	stepfather
继父母	step-parents
续作	sequel
缠足	foot-binding
纤毛	cilium
纤维状	fibrous
纤维素	cellulose
纤维肌痛	fibromyalgia
缺嘴	harelip
缺德	mean
缺氧症	anoxia
缺陷	defect
罂粟	poppy
罕	rare
罩子	cover
罩衫	smock
罪人	sinner
罪犯	criminal
罪责	guilt
罭	drag-net
罚则	penalty
罗伯茨	Roberts
罗杰	Roger
罗杰斯	Rogers
罗利	Raleigh
罗姆人	Romani
罗安达	Luanda
罗宋汤	borscht
罗得斯岛	Rhodes
罗托鲁瓦	Rotorua
罗斯托夫	Rostov-on-Don
罗氏	Roche
罗洁爱尔之	Raziel
罗盘	compass
罗索	Roseau
罗缎	ribbed
罗兹	Łódź
罗非鱼	tilapia
罗马	Rome
罗马化	romanization
罗马尼亚	Romania
羊怪	faun
羊毛衫	cardigan
羊皮	sheepskin
羊皮纸	parchment
羊羔	lamb
羊羹	yōkan
羊驼	alpaca
美中	US-China
美中台	US-China-Taiwan
美人	belle
美人鱼	mermaid
美他沙酮	metaxalone
美利坚	America
美国	USA
美国国家航空航天局	NASA
美国资讯交换标准码	ASCII
美国电话电报公司	AT&T
美团点评	Meituan-Dianping
美学	aesthetics
美式	American-style
美德	virtue
美意	goodwill
美拉尼西亚	Melanesia
美日	US-Japan
美沙酮	methadone
美洲虎	jaguar
美滋滋	elated
美甲师	manicurist
美索不达米亚	Mesopotamia
美食家	gourmet
美馔	delicacy
美丽	beautiful
羚	antelope
羞愧	ashamed
羞答答	bashful
群花	blossom
羧甲司坦	carbocysteine
义大利面	pasta
义卖会	bazaar
𫅗	spirit
羽流	plume
羽衣甘蓝	kale
翀	soar
翛	hastiness
翠鸟	kingfisher
翳眼	cataract
翼展	wingspan
翼手龙	pterodactyl
翼装	wingsuit
翼龙	pterosaur
老幺	youngest
老千	swindler
老妈	mother
老妈子	amah
老态龙钟	senile
老抠	penny-pincher
老挝	Laos
老梗	hackneyed
老派	old-fashioned
老糊涂	dotard
老练	seasoned
老花眼	presbyopia
老着脸	shamelessly
老调重弹	unoriginal
老铁	bro
老饕	glutton
老鸹	raven
老鹰	hawk
考古学	archaeology
考古学家	archaeologist
考文垂	Coventry
而是	rather
耏	beard
耐克	Nike
耐力	endurance
耐性	patience
耐洗	wash-resistant
耐用	durable
耐酸	acid-resistant
耐高温	heat-resistant
耐碱	alkali-resistant
耕作	farming
耗子	rat
耳垂	earlobe
耳垢	earwax
耳廓	auricle
耳根子	ear
耳源性	otogenic
耳畔	ears
耳痛	earache
耳石	otolith
耳石症	BPPV
耳罩	earmuffs
耳蜗	cochlea
耳鸣	tinnitus
耶稣	Jesus
耶路撒冷	Jerusalem
耶鲁	Yale
耿耿于怀	brooding
圣徒	saint
圣母	goddess
圣神降临周	Whitsuntide
圣约	covenant
圣职	priesthood
圣药	panacea
圣餐	Eucharist
聚丙烯	polypropylene
聚光灯	spotlight
聚合作用	polymerization
聚合物	polymer
聚氨酯	polyurethane
聚碳酸酯	polycarbonate
聚苯乙烯	polystyrene
聚酯	polyester
聚酰亚胺	polyimide
闻名于世	world-famous
联合国教科文组织	UNESCO
联合会	federation
联合组织	syndicate
联想	Lenovo
联欢会	party
联轴器	coupling
联邦快递	FedEx
联体别墅	townhouse
聪明伶俐	clever
聪颖	smart
声学	acoustics
声明书	statement
声望	reputation
声门	glottis
声类	Shenglei
职位	position
职分	duty
职工	employee
职业化	professionalization
职业素质	professionalism
职涯	career
听得见	audible
听诊器	stethoscope
听说读写	listening
聋	deaf
肇事逃逸	hit-and-run
肉丸	meatball
肉冻	aspic
肉嘟嘟	chubby
肉条	cutlet
肉毒中毒	botulism
肉类	meat
肉食	carnivorous
肉食动物	carnivore
肋骨	rib
肌	muscle
肌动蛋白	actin
肌肉男	muscleman
肌肉发达	muscular
肌酸	creatine
肖恩	Sean
肚痛	stomachache
肚脐眼	navel
肛	rectum
肛门	anus
肝炎	hepatitis
肝硬化	cirrhosis
肝脏	liver
股利	dividend
股骨	femur
肢	limb
肥沃	fertile
肥胖	fat
肥胖症	obesity
肩并肩	abreast
肩膀	shoulder
肫	gizzard
肯塔基	Kentucky
肯尼亚	Kenya
肱骨	humerus
育幼院	orphanage
肺气肿	emphysema
肺脏	lungs
肼	hydrazine
胃下垂	gastroptosis
胃炎	gastritis
胃蛋白酶	pepsin
胄裔	descendants
背包客	backpacker
背包游	backpacking
背叛者	traitor
背骨	spine
胍	guanidine
胎便	meconium
胎盘	placenta
胎记	birthmark
胚珠	ovule
胚胎	embryo
胚胎学	embryology
胚胎发生	embryogenesis
胚芽鞘	coleoptile
胞宫	uterus
胞衣	afterbirth
胡图族	Hutu
胡桃	walnut
胡椒	pepper
胡椒薄荷	peppermint
胡狼	jackal
胡瓜	cucumber
胡萝卜	carrot
胡萝卜素	carotene
胭脂	rouge
胰岛素	insulin
胰腺	pancreas
胰腺炎	pancreatitis
胳膊肘	elbow
胸口	chest
胸廓	thorax
胸牌	badge
胸甲	breastplate
胸腺	thymus
胸膜炎	pleurisy
胸针	brooch
能见度	visibility
脂粉	cosmetics
脂蛋白	lipoprotein
脆脆	crispy
脆骨	gristle
脉息	pulse
脊柱侧弯	scoliosis
脊椎动物	vertebrate
脊椎动物门	Vertebrata
脊椎指压治疗师	chiropractor
脊椎骨	vertebra
脊索动物	chordata
脊索动物门	Chordata
脊肋	ribcage
脊骨	backbone
脊髓灰质炎	poliomyelitis
脊髓炎	myelitis
脖颈	nape
胫骨	tibia
脱垂	prolapse
脱机	offline
脱氧	deoxidation
脱氧核糖	deoxyribose
脱氧核糖核酸	DNA
脱氢	dehydrogenation
脱衣服	undress
脱衣舞	striptease
胀大	swollen
胀起	bulge
脾性	temperament
脾脏	spleen
腈	acrylic
腋窝	armpit
腌货	pickles
肾	kidney
肾上腺素	adrenaline
腐肉	carrion
腓力	Philip
腓尼基	Phoenicia
腔棘鱼	coelacanth
腕足动物	brachiopod
腕表	wristwatch
腕龙	brachiosaurus
脶	fingerprint
脑岛	insula
脑炎	encephalitis
脑膜炎	meningitis
肿瘤	tumor
肿瘤切除术	lumpectomy
腮胡	sideburns
腰肉	loin
腰间	waist
腱子	sinew
腱炎	tendonitis
脚凳	footstool
脚印	footprint
脚手架	scaffolding
脚指甲	toenail
脚架	tripod
脚气病	beriberi
脚腕	ankle
脚趾头	toe
脚蹬	pedal
肠子	intestines
肠支	cecum
肠毒素	enterotoxins
肠炎	enteritis
肠病毒	enterovirus
肠胃炎	gastroenteritis
腹水	hydroperitoneum
腹语	ventriloquism
腹语师	ventriloquist
腺病毒	adenovirus
腺癌	adenocarcinoma
腺苷	adenosine
腺体	gland
腿部	leg
膀胱炎	cystitis
膔	borborygmus
膗	obese
肤	skin
膝	knee
膝盖骨	kneecap
胶原蛋白	collagen
胶合板	plywood
胶木	bakelite
胶水	glue
胶体	colloid
膦	phosphine
膳食	meals
胆囊	gallbladder
胆固醇	cholesterol
胆小如鼠	gutless
胆小鬼	coward
胆红素	bilirubin
胆结石	gallstone
胆绿素	biliverdin
胆颤心惊	panic-stricken
胆魄	boldness
脓	pus
脓毒症	sepsis
脓肿	abscess
臀	buttocks
臆想狂	mythomaniac
臆想症	mythomania
脸基尼	facekini
脸书	Facebook
脸盲	face-blind
脸罩	visor
脸颊	cheek
腊肠	sausage
卧位	berth
卧病	bed-ridden
卧龙岗	Wollongong
临床	clinical
临时保姆	babysitter
自上而下	top-down
自信心	self-confidence
自传	autobiography
自制力	self-control
自助	self-service
自动化技术	automation
自动射线摄影	autoradiography
自动扶梯	escalator
自在	comfortable
自大	arrogant
自底向上	bottom-up
自恋	narcissism
自我催眠	self-hypnotism
自我意识	self-awareness
自我批评	self-criticism
自我防卫	self-defense
自拍照	selfie
自指	self-reference
自淫	masturbation
自然拼读	phonics
自然段	paragraph
自然神论	deism
自由主义	liberalism
自由意志主义	libertarianism
自由放任	laissez-faire
自由派	liberal
自由潜水	freediving
自由素食主义	Freeganism
自由落体	free-fall
自画像	self-portrait
自发	spontaneous
自给	self-reliant
自举	bootstrapping
自适应	adaptive
自闭症	autism
自愿	voluntary
臭烘烘	stinking
臭臭	poo
臭鼬	skunk
致冷剂	refrigerant
致幻剂	hallucinogen
致死性	lethal
致畸	teratogenic
致癌	carcinogenic
致癌物	carcinogen
台中	Taichung
台湾	Taiwan
台盆	washbasin
臼	mortar
舀子	ladle
与此同时	meanwhile
与众不同	distinctive
兴会	brainwave
旧字体	kyujitai
旧爱	ex
舌	tongue
舞者	dancer
舟车劳顿	travel-worn
航图	chart
航天器	spacecraft
航空	aviation
航空器	aircraft
航空术	aeronautics
航空邮件	airmail
航空邮简	aerogram
舭	bilge
舵手	helmsman
舶	ship
船夫	boatman
船桨	oar
船运业	shipping
艉	aft
舰船	warship
艩	tholepin
良心	conscience
艰巨	challenging
色狼	lecher
色目	Semu
色素	pigment
艳红色	crimson
艾略特	Eliot
芋螺毒素	conotoxin
芋头	taro
芝加哥	Chicago
芝士蛋糕	cheesecake
芝麻菜	rocket
芥	mustard
芫花素	genkwanin
芬兰	Finland
芭提雅	Pattaya
芭比	Barbie
芯片	microchip
芯片组	chipset
花不棱登	gaudy
花冠	corolla
花岗岩	granite
花巧	fancy
花朵	flower
花束	bouquet
花椰菜	cauliflower
花火	firework
花粉	pollen
花花公主	playgirl
花花公子	playboy
花萼	sepal
花莲	Hualien
花艺	floriculture
花艺师	florist
花蜜	nectar
芽孢	endospore
苔原	tundra
苔藓	moss
苗	sprout
苗床	seedbed
苛刻	harsh
苛求	demanding
苜	clover
若有所思	thoughtfully
若无其事	nonchalant
若隐若现	indistinct
苦因	affliction
苦杏仁苷	amygdalin
苦菊	endive
苦逼	wretched
苦难	suffering
苦头	sufferings
苯乙烯	Styrene
苯胺	aminobenzene
苯那辛	benactyzine
英俊	handsome
英伟达	NVIDIA
英国	Britain
英式	British-style
英式橄榄球	rugby
英格兰	England
英法	Anglo-French
英汉	English-Chinese
英特尔	Intel
英亩	acre
英雄好汉	heroes
英雄式	heroic
苲草	hornwort
茄	eggplant
茄克衫	jacket
茉莉	jasmine
茉莉菊酯	jasmolin
茛	ranunculus
茜素	alizarin
茨欣瓦利	Tskhinvali
茯苓	tuckahoe
茶匙	teaspoon
茶坊	teahouse
茶碗	teacup
茶碗蒸	chawanmushi
茶缸	mug
茶藨子	currant
茶碱	Theophylline
茸	downy
茸毛	fuzz
草丛	underbrush
草坪	lawn
草场	pastureland
草垫子	palliasse
草寇	bandits
草料	fodder
草甸	meadow
草食	herbivorous
草饲	grass-fed
荆芥	schizonepeta
荒原	wasteland
荒山野岭	wild
荒淫	licentious
荒漠化	desertification
荒谬	absurd
荔	litchi
荵	polemonium
荷官	croupier
荷花	lotus
荷荷巴	jojoba
荷兰	Holland
荷马	Homer
莎草	coco-grass
莫吉托	Mojito
莫名	inexpressible
莫拉莱斯	Morales
莫斯科	Moscow
莫桑比克	Mozambique
莫须有	groundless
莽汉	boor
菁英	elite
菊苣	chicory
菌群	microbiota
菌胶团	zoogloea
菌菇	mushroom
菌类	fungus
菜燕	agar-agar
菜脯	dried
菜肴	dish
菠	spinach
菠萝	pineapple
菠萝蜜	jackfruit
菢	hatch
菥蓂	pennycress
菧	stibene
菩提达摩	Bodhidharma
菪	henbane
华林部	Hualinbu
华氏	Fahrenheit
华沙	Warsaw
华盛顿州	Washington
华丽	gorgeous
菱形	rhombus
菱铁矿	siderite
菲亚特	Fiat
菲律宾人	Filipino
烟酰胺	nicotinamide
烟醯胺	niacinamide
烟碱	nicotine
莱城	Lae
莱斯特郡	Leicestershire
莱比锡	Leipzig
莱索托	Lesotho
萎靡不振	downcast
万事通	jack-of-all-trades
万事达	MasterCard
万亿	trillion
万分痛苦	excruciating
万托林	ventolin
万无一失	surefire
万用表	multimeter
万科	Vanke
万圣节前夜	Halloween
万艾可	Viagra
万花筒	kaleidoscope
万里无云	cloudless
莴笋	celtuce
落寞	lonely
落拓不羁	uninhibited
落叶剂	defoliant
叶绿素	chlorophyll
叶绿体	chloroplast
叶轮机械	turbomachine
叶里温	Yerevan
著称于世	world-renowned
葛兰素史克	GlaxoSmithKline
葡式	Portuguese-style
葡萄	grape
葡萄干儿	raisin
葡萄园	vineyard
葡萄弹	grapeshot
葡萄树	grapevine
葡萄牙	Portugal
葡萄球菌	staphylococcus
葫芦丝	hulusi
葵花	sunflower
荤粥	Xunyu
蒂森克虏伯	ThyssenKrupp
蒎	pinane
蒙古	Mongolia
蒙古人	Mongol
蒙大拿	Montana
蒙特利尔	Montreal
蒙特维多	Montevideo
蒙特雷	Monterey
蒙罗维亚	Monrovia
蒟蒻	konjac
蒢	hedysarum
蒸汽	steam
蒸粗麦粉	couscous
蒸锅	steamer
蒸腾作用	transpiration
苍天	firmament
苍蝇拍	flyswatter
蒽	anthracene
盖世太保	Gestapo
盖然性	probability
盖茨比	Gatsby
蓬勃	vigorous
蓬头散发	disheveled
蓬松	fluffy
莲蓬头	showerhead
蔙	herb
蔚蓝	azure
葱头	onion
蔬	vegetables
荫	shade
蔾	chenopodiaceae
蕉	banana
荞麦	buckwheat
芸苔子	rapeseed
蕗	leucacene
蕨类	bracken
荡妇	slut
荡荡	fluttering
芜繁	convoluted
蕾	bud
薄烤饼	pancake
薉	weedy
姜	ginger
姜饼	gingerbread
姜黄	turmeric
蔷薇花蕾	rosebud
荐椎	sacrum
萨克逊	Saxon
萨博	Saab
萨拉戈萨	Zaragoza
萨拉曼卡	Salamanca
萨拉热窝	Sarajevo
萨摩	Satsuma
萨摩亚	Samoa
萨满教	Shamanism
萨尔	Saarland
萨尔布吕肯	Saarbrücken
萨尔茨堡	Salzburg
萨兰斯克	Saransk
萨赫蛋糕	Sachertorte
薪资	salary
苔草	sedge
藄	fern
借此	thereby
蓝图	blueprint
蓝宝石	sapphire
蓝牙	Bluetooth
蓝莓	blueberry
蓝金黄	blue
藏书票	bookplate
藘	madder
藜麦	quinoa
艺术	art
藤条	rattan
药代动力学	pharmacokinetics
药典	pharmacopoeia
药剂师	pharmacist
药商	druggist
药妆	cosmeceuticals
药妆店	drugstore
药店	pharmacy
药方	prescription
药物学家	pharmacologist
药理学	pharmacology
药膏	ointment
藻类	algae
芦笋	asparagus
芦荻	reeds
芦苇	reed
苏丹	Sudan
苏克雷	Sucre
苏台德地区	Sudetenland
苏姆盖特	Sumgayit
苏打饼干	saltine
苏格兰	Scotland
苏格兰女王玛丽	Mary
苏格兰帽	bonnet
苏瓦	Suva
苏里南	Suriname
苏金达	Sukinda
苏门答腊	Sumatra
苏黎世	Zurich
苹果手机	iPhone
苹果酒	cider
兰科	Orchidaceae
兰蔻	Lancôme
兰辛	Lansing
兰开斯特	Lancaster
虎皮鹦鹉	budgerigar
虎钳	vise
虎鲸	orca
虐心	heartbreaking
虔敬	reverent
处女膜	hymen
处所	place
处理器	processor
虚妄	fabricated
虚荣	vanity
虚构小说	fiction
虚无	nothingness
虚无主义	nihilism
虚无缥缈	illusory
虱	louse
虸蚄	armyworm
虹	rainbow
虹吸管	siphon
虹桥	Hongqiao
蚊子	mosquito
蚌壳	clamshell
蚔	green-frog
蚜	aphis
蚱蜢	grasshopper
蚺	boa
蛆	maggot
蛇毒素	venin
蛇蝎	treacherous
蛉	sandfly
蛋包	omelet
蛋包饭	omurice
蛋奶酥	soufflé
蛋壳	eggshell
蛋白光	opalescence
蛋白石	opal
蛋白质	protein
蛋白酶	protease
蛋酒	eggnog
蛋黄酱	mayonnaise
蛔虫病	ascariasis
蛙人	frogman
蛙鞋	flippers
蛛网	cobweb
蛤蜊	clam
蛤蟆	frog
蛭石	vermiculite
蛾子	moth
蜂巢	honeycomb
蜂箱	beehive
蜂胶	propolis
蜂蜜酒	mead
蜂蜡	beeswax
蜂鸟	hummingbird
蜂鸣器	buzzer
蜃景	mirage
蜇	jellyfish
蜈蚣	centipede
蜉蝣	mayfly
蜑家	Tanka
蜘蛛	spider
蜘蛛侠	Spider-Man
蜘蛛类	arachnid
蜙蝑	katydid
蜚	gad-fly
蜚蠊科	Blattidae
蜜月	honeymoon
蜜露	honeydew
蜥形纲	Sauropsida
蜥蜴	lizard
蜻蛉目	Odonata
蜻蜓	dragonfly
蝗虫	locust
蝙蝠侠	Batman
虾子	shrimp
蜗蜒	snail
融资	financing
蚂蟥	leech
蚂蚁	ant
萤光绿	chartreuse
螯	chela
螯肢	chelicera
螺刀	screwdriver
螺旋形	spiral
螺旋桨	propeller
螺旋测微器	micrometer
螺旋钳	wrench
螨	mite
蟑螂	cockroach
𫊸	insect
蟥	horse-leech
蝉科	Cicadidae
蛲虫病	enterobiasis
虫胶	shellac
虫类	insects
蟷	mantis
蟹	crab
蟺	earthworm
蚁丘	anthill
蝇子	housefly
蝎子	scorpion
蝾螈	salamander
蠕动前进	wriggle
蠕虫	worm
𧏖	pearl-oyster
蠛蠓	midge
蜡像	waxwork
蜡像馆	waxworks
蜡笔	crayon
蜡质	waxiness
蠡	calabash
蠢事	folly
蠢材	idiot
蚕	silkworm
蚕农	sericulturist
蠼螋	earwig
血刃	bloodshed
血友病	hemophilia
血吸虫	schistosoma
血吸虫病	schistosomiasis
血尿	hematuria
血帮	Bloods
血栓病	thrombosis
血汗工厂	sweatshop
血液透析	hemodialysis
血渍	bloodstain
血红蛋白	hemoglobin
血缘	bloodline
血肉	flesh
血肉模糊	gruesome
血色素沉积症	hemochromatosis
血迹斑斑	bloodstained
行人径	footway
行凶者	perpetrator
行动主义	activism
行家	connoisseur
行政员	administrator
行星际	interplanetary
行业	trade
行为主义	behaviorism
行车记录仪	dashcam
行道	path
术前	preoperative
术后	postoperative
街景	streetscape
街灯	streetlight
街头	street
街头艺人	busker
衙门	yamen
卫理公会	Methodists
卫生棉条	tampon
卫生球	mothball
卫衣	sweatshirt
冲浪者	surfer
衣兜	pocket
衣冠冢	cenotaph
衣原菌	Chlamydia
衣子	covering
衣帽间	cloakroom
衣服缝边	hem
衣橱	wardrobe
衣着	clothes
衣装	garment
表位	epitope
表土	topsoil
表带	watchband
表现型	phenotype
表皮剥脱素	exotoxin
表观	apparent
表观遗传学	epigenetics
表语	predicative
表面上	outwardly
表面活化剂	surfactant
袋子	bag
袋鼠	kangaroo
袖口	cuff
袖子	sleeve
被乘数	multiplicand
被加数	augend
被动	passive
被物化	objectified
被译	translated
